height,weight,age,isManOfTheMatch,isActive,teamRegionName,apps,subOn,manOfTheMatch,goal,assistTotal,shotsPerGame,aerialWonPerGame,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonName,isOpta,tournamentRegionName,tournamentName,rating,minsPlayed,yellowCard,redCard,passSuccess,ranking,originCountry
188,87,29,False,True,Spain,34,2,0,1,2,0.38235294117647,2.470588235294117,Néstor Araújo,Néstor,Araújo,88191,Defender,62,Celta Vigo,2019/2020,True,Spain,LaLiga,6.760588235294119,2892,10,0,84.91295938104449,99,Mexico
182,77,30,False,False,Spain,27,4,0,4,7,1.5185185185185182,1.074074074074074,Rodrigo,Rodrigo,Moreno,83459,Forward,55,Valencia,2019/2020,True,Spain,LaLiga,6.758518518518519,1889,2,1,76.66666666666667,100,Spain
187,81,30,False,True,Spain,22,0,2,0,0,0.13636363636363602,2.954545454545454,Stefan Savic,Stefan,Savic,77564,Defender,63,Atletico,2019/2020,True,Spain,LaLiga,6.755454545454546,1980,6,0,81.4018691588785,101,Montenegro
170,65,29,False,True,Spain,26,5,4,2,2,0.23076923076923,0.807692307692307,Rubén Peña,Rubén,Peña,118479,Midfielder,839,Villarreal,2019/2020,True,Spain,LaLiga,6.7553846153846155,1906,5,0,80.56918547595681,102,Spain
185,80,31,False,True,Spain,21,9,0,0,2,0.6666666666666661,1.333333333333333,Héctor Herrera,Héctor,Herrera,103476,Midfielder,63,Atletico,2019/2020,True,Spain,LaLiga,6.751904761904763,1120,1,0,87.73333333333333,103,Mexico
188,80,28,False,False,Spain,27,6,2,1,1,0.703703703703703,1.481481481481481,Geoffrey Kondogbia,Geoffrey,Kondogbia,91978,Midfielder,55,Valencia,2019/2020,True,Spain,LaLiga,6.751111111111111,1807,6,0,84.14414414414414,104,Central African Republic
185,72,27,False,True,Spain,32,1,2,0,0,0.5625,5.0625,David García,David,García,240874,Defender,131,Osasuna,2019/2020,True,Spain,LaLiga,6.746875000000001,2792,7,0,70.49441786283892,105,Spain
173,67,19,False,False,Spain,35,12,1,4,4,1.5714285714285712,0.342857142857142,Takefusa Kubo,Takefusa,Kubo,377285,Midfielder,51,Mallorca,2019/2020,True,Spain,LaLiga,6.746571428571428,2309,4,0,75.25773195876289,106,Japan
187,74,35,False,True,Spain,36,0,0,1,0,0.416666666666666,2.25,Raúl Albiol,Raúl,Albiol,12575,Defender,839,Villarreal,2019/2020,True,Spain,LaLiga,6.741666666666667,3238,9,0,83.9506172839506,107,Spain
178,72,34,False,True,Spain,29,2,1,2,1,0.620689655172413,2.827586206896551,Oier Sanjurjo,Oier,Sanjurjo,25932,Defender,131,Osasuna,2019/2020,True,Spain,LaLiga,6.736551724137932,2329,12,1,70.49847405900304,108,Spain
180,75,26,False,True,Spain,30,4,1,0,0,0.5666666666666661,1.566666666666666,Nacho Vidal,Ignacio,Vidal Miralles,335790,Defender,131,Osasuna,2019/2020,True,Spain,LaLiga,6.735333333333331,2332,5,0,69.92715920915713,109,Spain
175,74,25,False,True,Spain,35,1,0,1,1,1.342857142857142,2.085714285714286,Mauro Arambarri,Mauro,Arambarri,303016,Midfielder,819,Getafe,2019/2020,True,Spain,LaLiga,6.733142857142855,3072,9,1,67.85714285714286,110,Uruguay
178,66,18,False,True,Spain,24,13,0,7,1,1.375,0.33333333333333304,Ansu Fati,Anssumane,Fati,382234,Forward,65,Barcelona,2019/2020,True,Spain,LaLiga,6.729583333333333,1027,2,1,85.65737051792829,111,Spain
177,73,29,False,False,Spain,24,3,1,6,2,1.75,2.125,Martin Braithwaite,Martin,Braithwaite,73494,Forward,825,Leganes,2019/2020,True,Spain,LaLiga,6.729166666666667,1936,3,0,68.14404432132964,112,Denmark
182,78,22,False,True,Spain,33,12,0,2,5,0.6666666666666661,0.757575757575757,Federico Valverde,Federico,Valverde,344644,Midfielder,52,Real Madrid,2019/2020,True,Spain,LaLiga,6.726666666666667,1906,1,0,88.24074074074075,113,Uruguay
184,77,21,False,False,Spain,34,8,1,4,5,0.9705882352941171,1.235294117647058,Ferran Torres,Ferran,Torres,349760,Forward,55,Valencia,2019/2020,True,Spain,LaLiga,6.724117647058822,2260,4,0,78.40735068912711,114,Spain
187,78,23,False,False,Spain,35,12,2,6,2,1.714285714285714,3.771428571428571,Enes Ünal,Enes,Ünal,134695,Forward,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.7202857142857155,2341,4,0,64.33224755700326,115,Turkey
187,81,29,False,True,Spain,26,3,0,1,0,0.461538461538461,3.346153846153846,Paulo Oliveira,Paulo André,Rodrigues de Oliveira,83475,Defender,824,Eibar,2019/2020,True,Spain,LaLiga,6.717307692307694,2090,5,1,66.18876941457586,116,Portugal
185,83,32,False,True,Spain,24,0,1,0,1,0.0,0.291666666666666,Jasper Cillessen,Jasper,Cillessen,90811,Goalkeeper,55,Valencia,2019/2020,True,Spain,LaLiga,6.715833333333333,2097,1,0,56.84380032206119,117,Netherlands
174,64,20,False,True,Spain,19,7,0,2,0,0.842105263157894,0.47368421052631504,Rodrygo,Rodrygo,Silva de Goes,347862,Forward,52,Real Madrid,2019/2020,True,Spain,LaLiga,6.715789473684211,1023,0,0,87.88546255506607,118,Brazil
179,72,35,False,True,Spain,29,2,1,2,0,0.6551724137931031,1.8275862068965512,Nacho Monreal,Ignacio,Monreal,23072,Defender,68,Real Sociedad,2019/2020,True,Spain,LaLiga,6.714137931034482,2393,3,0,83.51851851851852,119,Spain
189,78,26,False,True,Spain,35,2,2,2,0,0.9714285714285711,2.1428571428571432,Nemanja Maksimovic,Nemanja,Maksimovic,296367,Midfielder,819,Getafe,2019/2020,True,Spain,LaLiga,6.7125714285714295,2898,5,0,70.38567493112947,120,Serbia
187,82,34,False,True,Spain,28,2,1,2,0,0.35714285714285704,3.107142857142857,Germán Sánchez,Germán,Sánchez,381670,Defender,925,Granada,2019/2020,True,Spain,LaLiga,6.711428571428571,2295,10,1,78.27004219409282,121,Spain
176,71,26,False,True,Spain,37,11,1,5,4,0.972972972972973,0.40540540540540504,Moi Gómez,Moisés,Gómez Bardonado,101238,Midfielder,839,Villarreal,2019/2020,True,Spain,LaLiga,6.710540540540541,2330,1,0,84.27073403241182,122,Spain
180,82,32,False,True,Spain,34,5,2,11,5,1.411764705882353,0.323529411764705,Lucas Pérez,Lucas,Pérez,135663,Forward,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.707941176470588,2504,4,0,71.10332749562171,123,Spain
185,72,30,False,True,Spain,33,2,0,1,1,0.24242424242424201,2.484848484848485,Gabriel Paulista,Gabriel Armando,de Abreu,76810,Defender,55,Valencia,2019/2020,True,Spain,LaLiga,6.705757575757575,2803,5,0,88.14814814814815,124,Brazil
191,91,27,False,True,Spain,35,0,2,0,0,0.0,0.171428571428571,Rui Silva,Rui Tiago,Dantas da Silva,141833,Goalkeeper,925,Granada,2019/2020,True,Spain,LaLiga,6.703999999999999,3150,3,0,52.245250431778935,125,Portugal
176,79,29,False,True,Spain,23,8,1,1,2,1.0,0.30434782608695604,Isco,Francisco Román,Alarcón Suárez,82989,Midfielder,52,Real Madrid,2019/2020,True,Spain,LaLiga,6.698695652173913,1190,2,0,88.02469135802468,126,Spain
173,69,29,False,True,Spain,27,5,2,0,1,0.22222222222222202,1.555555555555555,Hugo Mallo,Hugo,Mallo,79929,Defender,62,Celta Vigo,2019/2020,True,Spain,LaLiga,6.6974074074074075,1968,7,0,79.3103448275862,127,Spain
186,91,24,False,True,Spain,33,8,3,10,2,1.242424242424242,2.6969696969696972,Maxi Gómez,Maximiliano,Gómez,344119,Forward,55,Valencia,2019/2020,True,Spain,LaLiga,6.696969696969697,2149,5,0,61.679790026246714,128,Uruguay
175,74,29,False,True,Spain,33,2,2,0,1,0.18181818181818102,2.606060606060606,Unai Bustinza,Unai,Bustinza,248088,Defender,825,Leganes,2019/2020,True,Spain,LaLiga,6.696666666666666,2691,8,0,69.10994764397905,129,Spain
182,68,32,False,True,Spain,29,2,0,1,2,0.448275862068965,0.5172413793103441,Míchel,Miguel Alfonso,Herrero Javaloyas,106868,Midfielder,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.695517241379311,2189,6,0,81.61094224924013,130,Spain
178,70,26,False,True,Spain,28,7,1,3,3,0.5714285714285711,0.321428571428571,Óliver Torres,Óliver,Torres,113708,Midfielder,67,Sevilla,2019/2020,True,Spain,LaLiga,6.694642857142859,1609,5,0,82.61327713382508,131,Spain
177,70,31,False,False,Spain,29,3,0,2,4,0.7931034482758621,0.413793103448275,Aleix Vidal,Aleix,Vidal,82630,Defender,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.694137931034483,2178,6,0,76.95530726256983,132,Spain
181,72,27,False,False,Spain,27,7,0,1,3,1.74074074074074,5.0,Jonathan Calleri,Jonathan,Calleri,133445,Forward,70,Espanyol,2019/2020,True,Spain,LaLiga,6.694074074074074,1816,4,1,52.94117647058824,133,Argentina
191,87,29,False,False,Spain,24,11,1,1,2,1.541666666666666,5.375,Guido Carrillo,Guido,Carrillo,125379,Forward,825,Leganes,2019/2020,True,Spain,LaLiga,6.691250000000001,1210,2,0,63.38028169014085,134,Argentina
186,78,26,False,True,Spain,38,4,1,6,1,1.263157894736842,1.710526315789473,Iñaki Williams,Iñaki,Williams,255182,Forward,53,Athletic Bilbao,2019/2020,True,Spain,LaLiga,6.689473684210528,2959,3,0,74.49768160741885,135,Spain
179,68,24,False,True,Spain,21,7,2,2,2,1.095238095238095,0.14285714285714202,Gonçalo Guedes,Gonçalo Manuel,Ganchinho Guedes,247995,Midfielder,55,Valencia,2019/2020,True,Spain,LaLiga,6.685714285714286,1268,3,0,79.68036529680366,136,Portugal
173,68,26,False,False,Spain,35,0,0,1,3,0.542857142857142,0.9714285714285711,Lucas Olaza,Lucas,Olaza,146763,Defender,62,Celta Vigo,2019/2020,True,Spain,LaLiga,6.683714285714288,3143,5,0,77.57731958762886,137,Uruguay
192,83,32,False,False,Spain,25,1,1,0,0,0.48,3.2,Dimitrios Siovas,Dimitrios,Siovas,79755,Defender,825,Leganes,2019/2020,True,Spain,LaLiga,6.683199999999999,1924,7,0,69.68152866242038,138,Greece
185,81,27,False,True,Spain,23,1,1,1,0,0.17391304347826,3.043478260869565,Kenneth Omeruo,Kenneth,Omeruo,104432,Defender,825,Leganes,2019/2020,True,Spain,LaLiga,6.680869565217391,1878,5,0,70.48192771084338,139,Nigeria
188,83,27,False,True,Spain,25,1,0,2,0,0.24,3.6,Rodrigo Ely,Rodrigo,Ely,97262,Defender,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.679600000000001,2126,9,1,75.47806524184477,140,Brazil
192,80,26,False,True,Spain,36,2,2,3,1,0.36111111111111105,2.194444444444444,Domingos Duarte,Domingos de Sousa,Coutinho Meneses Duarte,322772,Defender,925,Granada,2019/2020,True,Spain,LaLiga,6.676666666666668,3087,7,0,77.81324820430966,141,Portugal
174,63,32,False,True,Spain,23,2,0,0,2,0.39130434782608703,0.43478260869565205,Nacho,José Ignacio,Martínez García,121544,Defender,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.676521739130433,1894,2,0,71.85273159144893,142,Spain
178,71,37,False,True,Spain,35,4,0,5,3,0.9714285714285711,0.457142857142857,Salva Sevilla,Salvador,Sevilla,33222,Midfielder,51,Mallorca,2019/2020,True,Spain,LaLiga,6.674857142857144,2580,8,1,86.99748743718592,143,Spain
171,70,26,False,True,Spain,33,11,1,5,6,1.303030303030303,0.36363636363636304,Ángel Correa,Ángel,Correa,127604,Forward,63,Atletico,2019/2020,True,Spain,LaLiga,6.672424242424243,2065,5,0,76.86703096539162,144,Argentina
178,68,24,False,True,Spain,35,11,2,4,1,0.9714285714285711,1.228571428571428,Edu Expósito,Eduardo,Expósito,335696,Midfielder,824,Eibar,2019/2020,True,Spain,LaLiga,6.671714285714286,2311,3,0,81.45695364238411,145,Spain
191,80,24,False,True,Spain,34,1,0,2,1,0.29411764705882304,1.3823529411764701,Pau Torres,Pau,Torres,344259,Defender,839,Villarreal,2019/2020,True,Spain,LaLiga,6.670588235294119,2971,6,0,85.42490118577075,146,Spain
180,72,30,False,True,Spain,36,8,2,4,2,1.083333333333333,1.055555555555555,Óscar Plano,Óscar,Plano,141533,Forward,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.670277777777777,2510,6,0,72.71428571428571,147,Spain
187,80,24,False,True,Spain,31,6,0,1,0,0.41935483870967705,2.870967741935484,Robin Le Normand,Robin,Le Normand,367008,Defender,68,Real Sociedad,2019/2020,True,Spain,LaLiga,6.666451612903225,2390,6,0,87.8401852924146,148,France
184,78,33,False,True,Spain,20,3,0,1,0,0.1,2.2,Tomás Pina,Tomás,Pina,83504,Midfielder,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.666000000000001,1350,4,1,80.03802281368822,149,Spain
178,75,29,False,True,Spain,29,12,0,2,4,0.896551724137931,0.5172413793103441,Manu Trigueros,Manuel,Trigueros Muñoz,102234,Midfielder,839,Villarreal,2019/2020,True,Spain,LaLiga,6.663448275862069,1544,6,0,87.95454545454545,150,Spain
176,73,20,False,True,Spain,29,17,2,3,1,1.310344827586206,0.137931034482758,Vinícius Júnior,Vinicius José,Paixão de Oliveira Júnior,337782,Forward,52,Real Madrid,2019/2020,True,Spain,LaLiga,6.6613793103448256,1354,4,0,80.67729083665338,151,Brazil
180,71,27,False,True,Spain,22,5,0,0,1,0.409090909090909,3.0,Aritz Elustondo,Aritz,Elustondo,256864,Defender,68,Real Sociedad,2019/2020,True,Spain,LaLiga,6.660454545454544,1504,4,0,81.95020746887967,152,Spain
187,85,29,False,True,Spain,36,0,0,0,2,0.0,0.33333333333333304,Marc-André ter Stegen,Marc-André,ter Stegen,80774,Goalkeeper,65,Barcelona,2019/2020,True,Spain,LaLiga,6.6580555555555545,3240,1,0,86.43256185155627,153,Germany
167,66,28,False,True,Spain,35,10,3,7,8,1.171428571428571,0.542857142857142,Portu,Cristian,Portugués Manzanera,106895,Forward,68,Real Sociedad,2019/2020,True,Spain,LaLiga,6.657714285714286,2395,5,0,72.62969588550983,154,Spain
186,81,36,False,True,Spain,36,0,1,0,0,0.0,0.22222222222222202,Manolo Reina,Manuel,Reina,36262,Goalkeeper,51,Mallorca,2019/2020,True,Spain,LaLiga,6.657500000000002,3240,4,0,56.8762278978389,155,Spain
184,78,32,False,True,Spain,28,1,1,1,1,0.21428571428571402,1.25,Sergio Postigo,Sergio,Postigo,109896,Defender,832,Levante,2019/2020,True,Spain,LaLiga,6.6557142857142875,2376,6,0,81.73828125,156,Spain
186,77,28,False,True,Spain,26,4,0,1,0,0.038461538461538006,1.692307692307692,Nemanja Radoja,Nemanja,Radoja,239053,Midfielder,832,Levante,2019/2020,True,Spain,LaLiga,6.654230769230769,1994,3,0,85.53846153846155,157,Serbia
188,83,32,False,True,Spain,23,9,1,5,4,1.521739130434782,3.1304347826086962,Diego Costa,Diego,Da Silva Costa,24248,Forward,63,Atletico,2019/2020,True,Spain,LaLiga,6.65304347826087,1351,5,0,68.97506925207756,158,Spain
187,72,29,False,True,Spain,34,0,1,0,0,0.14705882352941102,2.5294117647058822,Djené Dakonam,Djené,Dakonam,332990,Defender,819,Getafe,2019/2020,True,Spain,LaLiga,6.644117647058824,3060,5,0,69.36758893280633,159,Togo
181,70,21,False,True,Spain,27,6,0,6,1,2.3703703703703702,0.703703703703703,João Félix,João Félix,Sequeira,362431,Forward,63,Atletico,2019/2020,True,Spain,LaLiga,6.644074074074074,1748,6,0,78.85375494071147,160,Portugal
192,84,31,False,False,Spain,19,1,1,1,2,0.5263157894736841,2.368421052631578,Zouhair Feddal,Zouhair,Feddal,106597,Defender,54,Real Betis,2019/2020,True,Spain,LaLiga,6.643157894736842,1436,10,2,84.62962962962963,161,Morocco
184,78,29,False,True,Spain,29,0,0,0,0,0.379310344827586,2.103448275862069,Aïssa Mandi,Aïssa,Mandi,90115,Defender,54,Real Betis,2019/2020,True,Spain,LaLiga,6.642068965517242,2578,10,0,89.71078976640712,162,Algeria
190,88,23,False,True,Spain,34,0,3,0,0,0.0,0.264705882352941,Unai Simón,Unai,Simón,332823,Goalkeeper,53,Athletic Bilbao,2019/2020,True,Spain,LaLiga,6.640294117647059,2992,2,1,55.15088449531738,163,Spain
178,73,32,False,True,Spain,26,1,0,1,1,0.807692307692307,1.346153846153846,Rubén Pérez,Rubén,Pérez,67480,Midfielder,825,Leganes,2019/2020,True,Spain,LaLiga,6.638461538461537,2196,10,0,77.75800711743773,164,Spain
182,74,30,False,True,Spain,25,3,0,0,2,0.56,1.6800000000000002,Mario Gaspar,Mario Gaspar,Pérez Martínez,79909,Defender,839,Villarreal,2019/2020,True,Spain,LaLiga,6.636000000000001,1962,2,0,75.0,165,Spain
172,66,25,False,True,Spain,24,1,0,0,1,0.375,0.875,José Gayà,José,Gayà,119817,Defender,55,Valencia,2019/2020,True,Spain,LaLiga,6.635833333333333,1989,5,0,80.05050505050505,166,Spain
174,71,29,False,True,Spain,23,5,1,0,1,0.6086956521739131,0.478260869565217,Fran Gámez,Francisco,Gámez,381646,Defender,51,Mallorca,2019/2020,True,Spain,LaLiga,6.631739130434782,1766,5,0,75.23961661341852,167,Spain
172,70,21,False,True,Spain,37,17,1,3,2,1.297297297297297,0.40540540540540504,Samuel Chukwueze,Samuel,Chukwueze,363665,Midfielder,839,Villarreal,2019/2020,True,Spain,LaLiga,6.631621621621623,2039,2,0,74.09470752089136,168,Nigeria
192,85,31,False,False,Spain,26,0,1,3,0,0.846153846153846,4.5,Bernardo Espinosa,Bernardo,Espinosa,67327,Defender,70,Espanyol,2019/2020,True,Spain,LaLiga,6.629615384615383,2261,5,1,74.1906474820144,169,Colombia
188,70,25,False,True,Spain,33,0,2,0,0,0.0,0.30303030303030304,Rubén Blanco,Rubén,Blanco,120335,Goalkeeper,62,Celta Vigo,2019/2020,True,Spain,LaLiga,6.614545454545453,2961,4,0,58.536585365853654,170,Spain
180,79,24,False,True,Spain,33,4,0,0,1,0.42424242424242403,2.03030303030303,Igor Zubeldia,Igor,Zubeldia,315566,Midfielder,68,Real Sociedad,2019/2020,True,Spain,LaLiga,6.614242424242424,2639,9,0,87.40390301596689,171,Spain
179,69,31,False,True,Spain,20,2,1,0,2,0.1,0.8,Toño,Antonio,García Aranda,243187,Defender,832,Levante,2019/2020,True,Spain,LaLiga,6.610000000000001,1590,2,0,79.38288920056101,172,Spain
180,74,35,False,True,Spain,33,3,0,7,4,1.0,1.424242424242424,Roberto Soldado,Roberto,Soldado,18275,Forward,925,Granada,2019/2020,True,Spain,LaLiga,6.609696969696969,2363,14,0,69.96268656716418,173,Spain
191,79,26,False,True,Spain,25,0,0,0,0,0.04,0.28,Álex Remiro,Alejandro,Remiro,270504,Goalkeeper,68,Real Sociedad,2019/2020,True,Spain,LaLiga,6.609599999999998,2250,0,0,72.64038231780168,174,Spain
176,75,31,False,True,Spain,23,1,0,0,0,0.30434782608695604,1.478260869565217,Ximo Navarro,Joaquín,Navarro Jiménez,100881,Defender,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.608695652173914,1904,8,0,75.37091988130564,175,Spain
188,66,27,False,True,Spain,36,15,0,10,3,1.444444444444444,1.166666666666666,Loren Morón,Lorenzo,Morón,351684,Forward,54,Real Betis,2019/2020,True,Spain,LaLiga,6.606944444444443,2032,2,1,66.18181818181819,176,Spain
182,74,24,False,False,Spain,34,10,1,8,2,1.3823529411764701,1.0,Borja Mayoral,Borja,Mayoral,278721,Forward,832,Levante,2019/2020,True,Spain,LaLiga,6.606176470588234,2149,2,0,79.34782608695652,177,Spain
182,76,28,False,False,Spain,23,5,1,0,1,0.9130434782608691,2.695652173913043,Gonzalo Escalante,Gonzalo,Escalante,127764,Midfielder,824,Eibar,2019/2020,True,Spain,LaLiga,6.603478260869565,1672,7,1,68.72037914691943,178,Argentina
186,76,26,False,True,Spain,24,11,1,3,3,1.0,0.16666666666666602,Adnan Januzaj,Adnan,Januzaj,130334,Midfielder,68,Real Sociedad,2019/2020,True,Spain,LaLiga,6.603333333333334,1168,3,0,70.44917257683215,179,Belgium
180,81,30,False,True,Spain,36,3,1,0,1,0.388888888888888,1.75,Dani García,Daniel,García Carrillo,127392,Midfielder,53,Athletic Bilbao,2019/2020,True,Spain,LaLiga,6.603055555555556,3027,11,0,81.39841688654353,180,Spain
188,87,28,False,True,Spain,38,0,0,0,0,0.0,0.052631578947368,Jan Oblak,Jan,Oblak,76662,Goalkeeper,63,Atletico,2019/2020,True,Spain,LaLiga,6.599736842105264,3396,0,0,54.88095238095239,181,Slovenia
180,71,35,False,False,Spain,26,0,0,0,0,0.23076923076923,1.692307692307692,Javi Moyano,Javier,Moyano Lujano,135330,Defender,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.598461538461539,2231,4,0,70.49382716049382,182,Spain
184,76,32,False,True,Spain,35,2,2,2,0,0.257142857142857,1.4,Kiko Olivas,Francisco José,Olivas Alba,72286,Defender,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.598285714285714,2942,2,0,86.87106918238993,183,Spain
188,85,32,False,True,Spain,33,0,0,0,0,0.0,0.21212121212121202,Tomás Vaclik,Tomás,Vaclik,68732,Goalkeeper,67,Sevilla,2019/2020,True,Spain,LaLiga,6.5981818181818195,2926,0,0,66.53696498054474,184,Czech Republic
186,79,31,False,True,Spain,27,7,1,5,1,2.185185185185185,4.222222222222222,Kike García,Enrique,García Martínez,79840,Forward,824,Eibar,2019/2020,True,Spain,LaLiga,6.597407407407409,1774,2,0,64.80331262939958,185,Spain
174,73,32,False,True,Spain,25,4,1,0,1,0.36,1.04,Roberto Rosales,Roberto,Rosales,40346,Defender,825,Leganes,2019/2020,True,Spain,LaLiga,6.596799999999999,1875,7,0,71.07309486780716,186,Venezuela
175,74,31,False,True,Spain,32,5,0,0,3,0.3125,1.0,Jorge Miramón,Jorge,Miramón,140767,Defender,832,Levante,2019/2020,True,Spain,LaLiga,6.595625,2431,4,1,78.39248434237996,187,Spain
174,70,22,False,False,Spain,19,3,0,1,2,0.36842105263157804,0.47368421052631504,Alejandro Pozo,Alejandro,Pozo,338365,Midfielder,51,Mallorca,2019/2020,True,Spain,LaLiga,6.595263157894737,1498,0,0,78.39506172839506,188,Spain
180,80,25,False,True,Spain,32,5,0,0,1,0.3125,1.59375,Joseph Aidoo,Joseph,Aidoo,320713,Defender,62,Celta Vigo,2019/2020,True,Spain,LaLiga,6.594687500000002,2500,4,0,86.27925746569815,189,Ghana
184,74,26,False,True,Spain,29,13,2,3,3,0.482758620689655,0.5862068965517241,Marcos Llorente,Marcos,Llorente,254582,Midfielder,63,Atletico,2019/2020,True,Spain,LaLiga,6.594137931034481,1368,4,0,78.83817427385893,190,Spain
172,74,31,False,False,Spain,29,7,0,1,3,0.9310344827586201,0.379310344827586,Roque Mesa,Roque,Mesa,108176,Midfielder,825,Leganes,2019/2020,True,Spain,LaLiga,6.593793103448278,2018,11,0,84.18491484184915,191,Spain
183,70,34,False,True,Spain,31,8,0,1,2,1.225806451612903,1.096774193548387,Pedro León,Pedro,León,23634,Midfielder,824,Eibar,2019/2020,True,Spain,LaLiga,6.593225806451612,1903,4,0,67.13147410358566,192,Spain
183,81,31,False,True,Spain,32,3,0,4,2,0.5,2.46875,David López,David,López,92691,Defender,70,Espanyol,2019/2020,True,Spain,LaLiga,6.589375,2462,3,1,80.02894356005788,193,Spain
185,73,25,False,True,Spain,36,1,0,0,0,0.416666666666666,1.777777777777777,Iddrisu Baba,Iddrisu,Baba,381644,Midfielder,51,Mallorca,2019/2020,True,Spain,LaLiga,6.586666666666666,2914,6,0,80.88119590873329,194,Ghana
184,78,29,False,True,Spain,35,4,4,8,2,1.6285714285714281,0.9428571428571421,Sergi Guardiola,Sergio,Guardiola Navarro,323135,Forward,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.585428571428571,2666,6,0,71.09375,195,Spain
185,80,31,False,True,Spain,28,17,0,3,2,0.5714285714285711,0.6071428571428571,Vitolo,Víctor,Machín Pérez,91430,Midfielder,63,Atletico,2019/2020,True,Spain,LaLiga,6.583571428571429,1222,3,0,81.87134502923976,196,Spain
179,68,27,False,True,Spain,31,6,0,0,4,0.7741935483870961,0.6451612903225801,Álex Moreno,Alexandre,Moreno Lopera,135374,Defender,54,Real Betis,2019/2020,True,Spain,LaLiga,6.581290322580645,2267,5,0,78.48360655737704,197,Spain
