height,weight,age,isManOfTheMatch,isActive,teamRegionName,apps,subOn,manOfTheMatch,goal,assistTotal,shotsPerGame,aerialWonPerGame,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonName,isOpta,tournamentRegionName,tournamentName,rating,minsPlayed,yellowCard,redCard,passSuccess,ranking,originCountry
178,76,33,False,True,Spain,24,2,0,1,0,0.583333333333333,2.333333333333333,Anaitz Arbilla,Anaitz,Arbilla,91438,Defender,824,Eibar,2019/2020,True,Spain,LaLiga,6.579999999999999,2007,5,0,72.65193370165746,198,Spain
181,74,31,False,True,Spain,35,5,0,1,6,0.457142857142857,1.457142857142857,Daniel Wass,Daniel,Wass,27254,Midfielder,55,Valencia,2019/2020,True,Spain,LaLiga,6.578285714285713,2732,7,0,80.55130168453293,199,Denmark
182,72,29,False,True,Spain,23,3,0,0,2,0.17391304347826,1.434782608695652,Carlos Clerc,Carlos,Clerc,106595,Defender,832,Levante,2019/2020,True,Spain,LaLiga,6.578260869565218,1846,4,0,72.08333333333333,200,Spain
171,62,33,False,False,Spain,20,4,0,0,1,0.15,0.9500000000000001,Jaume Costa,Jaume,Costa,69965,Defender,55,Valencia,2019/2020,True,Spain,LaLiga,6.577999999999998,1391,3,1,83.28488372093024,201,Spain
184,78,33,False,False,Spain,31,15,0,1,3,0.7741935483870961,0.5806451612903221,Ivan Rakitic,Ivan,Rakitic,22732,Midfielder,65,Barcelona,2019/2020,True,Spain,LaLiga,6.574516129032259,1589,5,0,90.0137741046832,202,Croatia
180,75,25,False,True,Spain,31,1,0,0,1,0.6129032258064511,1.806451612903225,Rubén Duarte,Rubén,Duarte,261286,Defender,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.572580645161289,2663,11,0,67.65005086469989,203,Spain
185,74,31,False,True,Spain,30,2,0,0,0,0.533333333333333,2.1,Dídac Vilá,Dídac,Vilá,70699,Defender,70,Espanyol,2019/2020,True,Spain,LaLiga,6.567999999999999,2494,9,0,69.19999999999999,204,Spain
184,74,24,False,False,Spain,35,0,0,2,1,0.914285714285714,0.9714285714285711,Marc Roca,Marc,Roca,323148,Midfielder,70,Espanyol,2019/2020,True,Spain,LaLiga,6.566857142857143,3019,8,0,81.1377245508982,205,Spain
176,74,29,False,False,Spain,26,5,0,0,0,0.34615384615384603,0.923076923076923,Francis Coquelin,Francis,Coquelin,69738,Midfielder,55,Valencia,2019/2020,True,Spain,LaLiga,6.557307692307694,1908,6,1,89.738430583501,206,France
181,77,25,False,True,Spain,34,13,1,6,3,1.3823529411764701,2.588235294117647,Santi Mina,Santiago,Mina Lorenzo,125838,Forward,62,Celta Vigo,2019/2020,True,Spain,LaLiga,6.55470588235294,1942,4,0,70.88414634146342,207,Spain
186,80,24,False,True,Spain,20,4,0,0,0,0.4,2.5,Unai Núñez,Unai,Núñez,344200,Defender,53,Athletic Bilbao,2019/2020,True,Spain,LaLiga,6.552000000000001,1569,7,0,82.43430152143844,208,Spain
192,82,27,False,True,Spain,19,1,0,0,0,0.0,0.26315789473684204,Sergio Herrera,Sergio,Herrera,381674,Goalkeeper,131,Osasuna,2019/2020,True,Spain,LaLiga,6.548947368421052,1655,2,1,40.11194029850746,209,Spain
188,72,39,False,False,Spain,34,11,1,5,3,0.9411764705882351,2.5,Jorge Molina,Jorge,Molina,31151,Forward,819,Getafe,2019/2020,True,Spain,LaLiga,6.545882352941176,1895,6,1,65.27777777777779,210,Spain
172,63,26,False,True,Spain,23,5,1,0,1,0.826086956521739,0.21739130434782603,Toni Villa,Laureano Antonio,Villa Suárez,362355,Midfielder,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.544347826086955,1365,4,0,74.7016706443914,211,Spain
196,89,39,False,True,Spain,36,0,0,0,0,0.0,0.16666666666666602,Diego López,Diego,López,10445,Goalkeeper,70,Espanyol,2019/2020,True,Spain,LaLiga,6.543888888888889,3233,3,1,54.17895771878073,212,Spain
180,76,24,False,False,Spain,24,3,1,1,4,1.166666666666666,0.708333333333333,Iñigo Córdoba,Iñigo,Córdoba,344201,Midfielder,53,Athletic Bilbao,2019/2020,True,Spain,LaLiga,6.54375,1455,4,0,72.72727272727273,213,Spain
183,70,24,False,False,Spain,19,2,0,0,2,0.157894736842105,0.5263157894736841,Xavi Quintillá,Xavi,Quintillá,369884,Defender,839,Villarreal,2019/2020,True,Spain,LaLiga,6.542105263157894,1573,6,0,85.67901234567901,214,Spain
184,73,25,False,False,Spain,21,6,0,1,0,0.7142857142857141,0.6190476190476191,Alfonso Pedraza,Alfonso,Pedraza,276489,Midfielder,54,Real Betis,2019/2020,True,Spain,LaLiga,6.536666666666666,1350,3,0,76.59574468085107,215,Spain
172,68,34,False,True,Spain,32,23,1,10,3,1.65625,0.9375,Ángel Rodríguez,Ángel,Rodríguez,22325,Forward,819,Getafe,2019/2020,True,Spain,LaLiga,6.534687499999999,1397,6,0,63.76811594202898,216,Spain
182,77,25,False,False,Spain,19,16,1,1,3,0.7368421052631571,0.36842105263157804,Kenedy,Robert Kenedy,Nunes do Nascimento,132838,Forward,819,Getafe,2019/2020,True,Spain,LaLiga,6.5336842105263155,578,2,0,71.3375796178344,217,Brazil
180,69,26,False,False,Spain,22,7,0,3,1,0.772727272727272,0.318181818181818,Álvaro Vadillo,Álvaro,Vadillo,106591,Midfielder,925,Granada,2019/2020,True,Spain,LaLiga,6.533181818181817,1222,0,0,73.80281690140845,218,Spain
170,75,23,False,False,Spain,30,23,0,2,1,1.633333333333333,0.30000000000000004,Javier Ontiveros,Javier,Ontiveros,300365,Midfielder,839,Villarreal,2019/2020,True,Spain,LaLiga,6.529333333333334,875,2,0,80.71748878923766,219,Spain
189,78,24,False,True,Spain,21,6,1,0,0,0.047619047619047006,1.809523809523809,Mouctar Diakhaby,Mouctar,Diakhaby,322095,Defender,55,Valencia,2019/2020,True,Spain,LaLiga,6.526666666666666,1441,5,0,88.81987577639751,220,France
186,81,28,False,True,Spain,27,0,1,0,0,0.0,0.148148148148148,Fernando Pacheco,Fernando,Pacheco,95915,Goalkeeper,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.5244444444444465,2359,0,1,53.52697095435685,221,Spain
175,70,24,False,True,Spain,23,3,0,1,0,0.6086956521739131,0.7826086956521741,Lumor Agbenyenu,Lumor,Agbenyenu,333333,Defender,51,Mallorca,2019/2020,True,Spain,LaLiga,6.522608695652173,1808,3,1,74.7005988023952,222,Ghana
187,76,36,False,True,Spain,27,0,1,0,0,0.0,0.44444444444444403,Iván Cuéllar,Iván,Cuéllar,11188,Goalkeeper,825,Leganes,2019/2020,True,Spain,LaLiga,6.520740740740741,2430,2,1,43.91608391608391,223,Spain
185,80,31,False,True,Spain,22,12,1,3,0,0.8636363636363631,2.0,David Timor,David,Timor,96448,Midfielder,819,Getafe,2019/2020,True,Spain,LaLiga,6.5195454545454545,940,4,0,60.19900497512438,224,Spain
186,75,27,False,False,Spain,29,2,0,1,1,0.344827586206896,2.448275862068965,Diego Llorente,Diego,Llorente,123232,Defender,68,Real Sociedad,2019/2020,True,Spain,LaLiga,6.5103448275862075,2330,5,1,87.30061349693251,225,Spain
189,93,29,False,False,Spain,37,13,0,11,1,1.594594594594594,1.135135135135135,Willian José,Willian José,Da Silva,77636,Forward,68,Real Sociedad,2019/2020,True,Spain,LaLiga,6.508378378378379,2018,4,0,72.17235188509873,226,Brazil
174,67,28,False,True,Spain,25,16,0,1,0,0.76,0.44,Pablo Hervías,Pablo,Hervías,121734,Midfielder,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.506800000000001,1013,1,0,83.44155844155844,227,Spain
178,72,26,False,True,Spain,33,1,1,1,2,0.6060606060606061,1.181818181818181,Jonathan Silva,Jonathan,Silva,125376,Defender,825,Leganes,2019/2020,True,Spain,LaLiga,6.505757575757576,2787,13,1,72.17821782178217,228,Argentina
174,72,33,False,False,Spain,26,5,0,0,1,0.384615384615384,1.5384615384615379,Víctor Sánchez,Víctor,Sánchez,33556,Midfielder,70,Espanyol,2019/2020,True,Spain,LaLiga,6.493846153846154,1692,9,1,80.55555555555556,229,Spain
185,80,31,False,True,Spain,31,0,0,1,2,0.32258064516129004,2.129032258064516,Víctor Laguardia,Víctor,Laguardia,79708,Defender,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.492903225806451,2658,9,1,72.38454288407164,230,Spain
171,61,25,False,True,Spain,29,7,0,0,3,0.275862068965517,0.137931034482758,Aleix Febas,Aleix,Febas,381643,Midfielder,51,Mallorca,2019/2020,True,Spain,LaLiga,6.492068965517241,1700,4,0,85.01483679525222,231,Spain
192,85,28,False,True,Spain,38,0,1,0,0,0.0,0.157894736842105,David Soria,David,Soria,243262,Goalkeeper,819,Getafe,2019/2020,True,Spain,LaLiga,6.490526315789473,3420,2,0,41.99451052150046,232,Spain
180,77,35,False,True,Spain,30,5,0,1,0,0.9,2.2,Pape Diop,Papakouly,Diop,27384,Midfielder,824,Eibar,2019/2020,True,Spain,LaLiga,6.486999999999999,2259,7,0,72.64516129032258,233,Senegal
179,74,30,False,True,Spain,36,10,4,11,1,1.583333333333333,1.027777777777777,Roger Martí,Roger,Martí,109811,Forward,832,Levante,2019/2020,True,Spain,LaLiga,6.4833333333333325,2272,4,1,65.58139534883722,234,Spain
169,60,34,False,True,Spain,28,3,0,0,3,0.42857142857142805,0.5,Andrés Guardado,Andrés,Guardado,21019,Midfielder,54,Real Betis,2019/2020,True,Spain,LaLiga,6.482142857142858,2056,9,0,84.4574780058651,235,Mexico
189,86,22,False,True,Spain,27,12,0,1,0,0.481481481481481,0.8148148148148141,Jon Moncayola,Jon,Moncayola,381673,Midfielder,131,Osasuna,2019/2020,True,Spain,LaLiga,6.48,1493,4,0,75.43859649122807,236,Spain
180,76,32,False,True,Spain,35,0,2,0,0,0.0,0.171428571428571,Jordi Masip,Jordi,Masip,91254,Goalkeeper,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.479428571428571,3150,2,0,47.30603448275862,237,Spain
175,71,25,False,False,Spain,24,9,0,3,1,1.833333333333333,0.45833333333333304,Sandro Ramírez,Sandro,Ramírez,135242,Forward,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.478750000000001,1308,2,0,75.77639751552795,238,Spain
191,83,28,False,True,Spain,20,7,0,0,1,0.7000000000000001,1.8,Mikel Vesga,Mikel,Vesga,261516,Midfielder,53,Athletic Bilbao,2019/2020,True,Spain,LaLiga,6.478499999999999,1264,3,0,81.02466793168881,239,Spain
165,65,33,False,False,Spain,30,15,0,2,3,0.5,0.8,Pablo De Blasis,Pablo,De Blasis,41395,Midfielder,824,Eibar,2019/2020,True,Spain,LaLiga,6.468333333333332,1595,1,0,71.02425876010781,240,Argentina
194,94,29,False,True,Spain,35,0,0,0,0,0.028571428571428,0.342857142857142,Marko Dmitrovic,Marko,Dmitrovic,259393,Goalkeeper,824,Eibar,2019/2020,True,Spain,LaLiga,6.466285714285716,3150,3,0,40.88568486096808,241,Serbia
181,77,31,False,True,Spain,30,9,1,1,4,0.9333333333333331,3.833333333333333,Sergi Enrich,Sergi,Enrich,83358,Forward,824,Eibar,2019/2020,True,Spain,LaLiga,6.463333333333334,1873,6,0,69.62264150943396,242,Spain
174,64,24,False,True,Spain,26,1,0,0,1,0.30769230769230704,0.923076923076923,Carlos Neva,Carlos,Neva,381672,Defender,925,Granada,2019/2020,True,Spain,LaLiga,6.463076923076924,2211,2,0,70.38917089678512,243,Spain
187,82,32,False,True,Spain,31,20,0,3,0,0.5161290322580641,1.161290322580645,Franco Vázquez,Franco,Vázquez,102439,Midfielder,67,Sevilla,2019/2020,True,Spain,LaLiga,6.457741935483872,1088,5,0,87.03403565640194,244,Argentina
169,59,32,False,True,Spain,29,6,1,2,3,1.379310344827586,0.482758620689655,Takashi Inui,Takashi,Inui,38820,Midfielder,824,Eibar,2019/2020,True,Spain,LaLiga,6.456896551724138,1965,2,0,78.1190019193858,245,Japan
189,79,28,False,False,Spain,20,7,1,0,1,0.1,1.85,José Antonio Martínez,José Antonio,Martínez,313121,Defender,925,Granada,2019/2020,True,Spain,LaLiga,6.4565,1188,0,0,73.71663244353182,246,Spain
180,71,27,False,True,Spain,36,7,0,2,1,1.444444444444444,0.777777777777777,Sergi Darder,Sergi,Darder,106596,Midfielder,70,Espanyol,2019/2020,True,Spain,LaLiga,6.456388888888889,2659,5,0,76.0549558390579,247,Spain
189,78,24,False,False,Spain,26,5,0,0,0,0.423076923076923,1.692307692307692,Chidozie Awaziem,Chidozie,Awaziem,290842,Defender,825,Leganes,2019/2020,True,Spain,LaLiga,6.453846153846154,1994,10,0,74.59893048128342,248,Nigeria
183,73,33,False,True,Spain,26,9,0,2,0,0.6923076923076921,1.653846153846153,Adrián López,Adrián,López,14089,Forward,131,Osasuna,2019/2020,True,Spain,LaLiga,6.452307692307692,1454,0,0,71.54639175257732,249,Spain
171,64,26,False,False,Spain,21,13,0,2,0,1.428571428571428,0.19047619047619002,Pione Sisto,Pione,Sisto,282855,Midfielder,62,Celta Vigo,2019/2020,True,Spain,LaLiga,6.444761904761905,887,2,0,82.66331658291458,250,Denmark
178,73,29,False,True,Spain,31,4,0,0,1,0.7096774193548381,1.483870967741935,Darko Brasanac,Darko,Brasanac,84880,Midfielder,131,Osasuna,2019/2020,True,Spain,LaLiga,6.4325806451612895,2251,8,0,73.59249329758714,251,Serbia
180,70,33,False,True,Spain,38,9,1,4,2,1.078947368421052,0.342105263157894,José Luis Morales,José Luis,Morales,135321,Midfielder,832,Levante,2019/2020,True,Spain,LaLiga,6.431578947368421,2529,3,0,69.06354515050167,252,Spain
187,80,29,False,True,Spain,32,0,0,1,0,0.4375,2.15625,Antonio Raíllo,Antonio,Raíllo,294006,Defender,51,Mallorca,2019/2020,True,Spain,LaLiga,6.425624999999999,2779,7,1,82.5938566552901,253,Spain
187,81,29,False,True,Spain,24,15,0,0,0,0.291666666666666,0.9166666666666661,Nemanja Gudelj,Nemanja,Gudelj,77417,Midfielder,67,Sevilla,2019/2020,True,Spain,LaLiga,6.424583333333334,1202,6,0,90.25875190258752,254,Serbia
195,78,30,False,True,Spain,33,0,2,0,0,0.0,0.15151515151515102,Joel Robles,Joel,Robles,81681,Goalkeeper,54,Real Betis,2019/2020,True,Spain,LaLiga,6.422727272727272,2888,3,1,69.87115956392468,255,Spain
187,70,25,False,True,Spain,36,0,0,0,0,0.416666666666666,1.527777777777777,Martin Valjent,Martin,Valjent,142387,Defender,51,Mallorca,2019/2020,True,Spain,LaLiga,6.421944444444445,3184,6,0,82.73858921161825,256,Slovakia
190,70,21,False,True,Spain,37,23,0,9,1,1.189189189189189,0.648648648648648,Alexander Isak,Alexander,Isak,299254,Forward,68,Real Sociedad,2019/2020,True,Spain,LaLiga,6.414324324324323,1500,4,0,73.35640138408304,257,Sweden
177,74,31,False,False,Spain,23,11,0,0,1,0.565217391304347,0.347826086956521,Fran Mérida,Francisco,Mérida Pérez,32860,Midfielder,131,Osasuna,2019/2020,True,Spain,LaLiga,6.413478260869566,1162,7,1,76.2532981530343,258,Spain
183,74,30,False,False,Spain,25,7,0,0,0,0.96,0.24,Recio,José Luis,García del Pozo,93820,Midfielder,825,Leganes,2019/2020,True,Spain,LaLiga,6.408400000000003,1573,11,0,87.51500600240097,259,Spain
176,74,25,False,False,Spain,25,12,0,0,0,0.64,0.24,Aitor Ruibal,Aitor,Ruibal,349494,Forward,825,Leganes,2019/2020,True,Spain,LaLiga,6.408399999999999,1218,5,0,77.45664739884393,260,Spain
178,74,33,False,True,Spain,22,11,0,2,1,0.8636363636363631,0.318181818181818,Iñigo Pérez,Iñigo,Pérez,82279,Midfielder,131,Osasuna,2019/2020,True,Spain,LaLiga,6.405454545454545,1074,4,0,76.73076923076924,261,Spain
183,77,27,False,True,Spain,25,11,0,2,1,0.72,1.24,Gonzalo Melero,Gonzalo,Melero,261698,Midfielder,832,Levante,2019/2020,True,Spain,LaLiga,6.404,1240,4,0,82.19424460431655,262,Spain
180,79,30,False,True,Spain,35,11,0,4,0,1.171428571428571,1.371428571428571,Lago Junior,Junior Wakalible,Lago,141036,Forward,51,Mallorca,2019/2020,True,Spain,LaLiga,6.401428571428571,2192,3,0,75.42768273716952,263,Côte d'Ivoire
180,70,23,False,True,Spain,28,10,0,0,0,0.25,1.0,Yan Eteki,Yan,Eteki,381671,Midfielder,925,Granada,2019/2020,True,Spain,LaLiga,6.394285714285713,1506,4,0,77.26161369193154,264,Cameroon
180,76,24,False,True,Spain,28,4,0,2,0,0.642857142857142,0.678571428571428,Carlos Soler,Carlos,Soler,313542,Midfielder,55,Valencia,2019/2020,True,Spain,LaLiga,6.388214285714285,2075,4,0,80.53977272727273,265,Spain
188,74,24,False,False,Spain,31,17,1,1,2,0.6774193548387091,1.290322580645161,Oliver Burke,Oliver,Burke,244303,Midfielder,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.38774193548387,1424,2,0,67.40506329113924,266,Scotland
187,76,24,False,True,Spain,32,16,0,0,2,0.7812500000000001,1.1875,Brais Méndez,Brais,Méndez,344542,Midfielder,62,Celta Vigo,2019/2020,True,Spain,LaLiga,6.387499999999998,1477,4,0,77.03125,267,Spain
172,70,33,False,True,Spain,29,12,1,6,2,0.6551724137931031,0.206896551724137,Kevin Gameiro,Kevin,Gameiro,19453,Forward,55,Valencia,2019/2020,True,Spain,LaLiga,6.380689655172415,1585,0,0,79.20792079207921,268,France
187,86,28,False,True,Spain,35,14,0,3,2,1.028571428571428,1.142857142857142,Borja Iglesias,Borja,Iglesias,259042,Forward,54,Real Betis,2019/2020,True,Spain,LaLiga,6.373142857142855,1922,3,1,74.83870967741936,269,Spain
179,76,37,False,True,Spain,30,17,1,6,0,0.833333333333333,2.166666666666666,Charles,Charles,Dias de Oliveira,102157,Forward,824,Eibar,2019/2020,True,Spain,LaLiga,6.368666666666669,1295,8,0,67.15976331360946,270,Brazil
170,66,22,False,True,Spain,28,6,1,1,0,0.5,0.28571428571428503,Fran Beltrán,Francisco,Beltrán,362421,Midfielder,62,Celta Vigo,2019/2020,True,Spain,LaLiga,6.366785714285713,1835,2,1,88.84976525821597,271,Spain
182,74,35,False,True,Spain,30,8,0,0,0,0.6333333333333331,2.666666666666666,Manu García,Manuel Alejandro,García Sánchez,67443,Midfielder,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.361333333333333,1967,9,1,72.05673758865248,272,Spain
188,78,32,False,True,Spain,34,3,0,2,0,0.38235294117647,1.058823529411764,Allan-Roméo Nyom,Allan-Roméo,Nyom,91434,Defender,819,Getafe,2019/2020,True,Spain,LaLiga,6.358529411764706,2436,13,2,58.87096774193549,273,Cameroon
174,66,29,False,True,Spain,33,12,0,4,0,1.363636363636363,1.03030303030303,Wu Lei,Lei,Wu,127220,Forward,70,Espanyol,2019/2020,True,Spain,LaLiga,6.355454545454547,1725,3,0,69.3950177935943,274,Cina
171,63,25,False,True,Spain,22,12,0,0,0,0.5,0.318181818181818,Thomas Lemar,Thomas,Lemar,132962,Midfielder,63,Atletico,2019/2020,True,Spain,LaLiga,6.355,923,2,0,82.59668508287292,275,France
168,66,23,False,True,Spain,21,11,0,0,3,1.0,0.09523809523809501,Matías Vargas,Matías,Vargas,280691,Midfielder,70,Espanyol,2019/2020,True,Spain,LaLiga,6.351904761904761,1020,1,0,69.02654867256636,276,Argentina
181,77,34,False,True,Spain,19,12,0,2,1,0.9473684210526311,0.7368421052631571,Carlos Bacca,Carlos,Bacca,71687,Forward,839,Villarreal,2019/2020,True,Spain,LaLiga,6.341578947368422,683,1,0,75.57251908396947,277,Colombia
174,68,24,False,True,Spain,25,5,0,0,0,0.12,1.28,Fede San Emeterio,Federico,San Emeterio Díaz,141641,Midfielder,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.3392,1754,4,0,80.14705882352942,278,Spain
184,76,29,False,True,Spain,30,10,0,0,2,0.133333333333333,0.6333333333333331,Nikola Vukcevic,Nikola,Vukcevic,50069,Midfielder,832,Levante,2019/2020,True,Spain,LaLiga,6.333999999999999,1574,11,0,88.13559322033898,279,Montenegro
178,69,24,False,True,Spain,31,8,0,1,1,0.09677419354838701,0.8387096774193541,Martín Aguirregabiria,Martín,Aguirregabiria,333111,Defender,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.325483870967742,2097,5,1,67.2872340425532,280,Spain
175,68,27,False,True,Spain,28,9,0,0,0,0.321428571428571,0.392857142857142,Luis Rioja,Luis,Rioja,381713,Forward,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.323928571428573,1642,3,0,76.11548556430446,281,Spain
176,69,22,False,True,Spain,20,9,0,1,0,0.6000000000000001,0.5,Adrià Pedrosa,Adrià,Pedrosa,363966,Defender,70,Espanyol,2019/2020,True,Spain,LaLiga,6.323000000000001,1082,3,0,77.11171662125341,282,Spain
181,80,25,False,True,Spain,21,12,0,0,2,0.8095238095238091,0.19047619047619002,Waldo Rubio,Waldo,Rubio,372423,Forward,58,Real Valladolid,2019/2020,True,Spain,LaLiga,6.32,875,6,0,64.96350364963503,283,Spain
169,67,28,False,False,Spain,25,11,0,2,0,0.8,0.76,Ramón Azeez,Ramón,Azeez,118266,Midfielder,925,Granada,2019/2020,True,Spain,LaLiga,6.311600000000002,1355,3,0,79.50819672131148,284,Nigeria
174,75,24,False,True,Spain,19,3,0,0,2,0.842105263157894,0.5789473684210521,Joan Sastre,Joan,Sastre,381642,Defender,51,Mallorca,2019/2020,True,Spain,LaLiga,6.297894736842104,1362,4,0,70.65217391304348,285,Spain
188,79,36,False,True,Spain,19,1,0,0,0,0.0,0.31578947368421,Rubén Martínez,Rubén,Martínez,9907,Goalkeeper,131,Osasuna,2019/2020,True,Spain,LaLiga,6.275263157894736,1583,0,0,45.51422319474836,286,Spain
179,74,30,False,True,Spain,24,15,0,1,2,0.9166666666666661,0.5,Denis Cheryshev,Denis,Cheryshev,110297,Midfielder,55,Valencia,2019/2020,True,Spain,LaLiga,6.272083333333335,920,5,0,71.66666666666667,287,Russia
180,70,29,False,False,Spain,20,15,0,2,0,1.1,0.15,Hernâni,Hernâni Jorge,Santos Fortes,106216,Forward,832,Levante,2019/2020,True,Spain,LaLiga,6.2695,644,1,1,64.40677966101694,288,Portugal
184,86,23,False,True,Spain,19,14,1,3,0,0.894736842105263,1.368421052631579,Asier Villalibre,Asier,Villalibre,331171,Forward,53,Athletic Bilbao,2019/2020,True,Spain,LaLiga,6.2389473684210515,525,0,0,64.35643564356435,289,Spain
178,75,20,False,True,Spain,19,14,0,1,0,0.5263157894736841,0.421052631578947,Borja Sainz,Borja,Sainz,381714,Midfielder,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.214736842105263,565,1,0,77.22772277227723,290,Spain
183,70,25,False,False,Spain,19,10,0,1,2,0.631578947368421,0.631578947368421,Marc Cardona,Marc,Cardona,331255,Forward,131,Osasuna,2019/2020,True,Spain,LaLiga,6.214736842105263,703,1,0,74.40476190476191,291,Spain
178,65,29,False,True,Spain,27,22,0,2,0,0.74074074074074,0.11111111111111101,Cristian Tello,Cristian,Tello,91800,Forward,54,Real Betis,2019/2020,True,Spain,LaLiga,6.207037037037036,772,1,0,79.71014492753623,292,Spain
167,63,23,False,True,Spain,24,12,0,0,0,0.125,0.25,Óscar Melendo,Óscar,Melendo,330626,Midfielder,70,Espanyol,2019/2020,True,Spain,LaLiga,6.168749999999999,1112,0,0,83.6734693877551,293,Spain
177,70,28,False,True,Spain,30,23,0,1,1,0.133333333333333,0.5666666666666661,Pere Pons,Pere,Pons,140929,Midfielder,60,Deportivo Alaves,2019/2020,True,Spain,LaLiga,6.156666666666667,1071,3,0,74.0053050397878,294,Spain
180,71,31,False,True,Spain,20,9,0,0,0,0.45,0.6000000000000001,Javier Eraso,Javier,Eraso,291684,Midfielder,825,Leganes,2019/2020,True,Spain,LaLiga,6.118,817,3,0,80.08130081300813,295,Spain
178,73,32,False,True,Spain,22,16,0,1,0,1.0,0.5,Sergio León,Sergio,León,135610,Forward,832,Levante,2019/2020,True,Spain,LaLiga,6.096818181818183,664,2,0,58.620689655172406,296,Spain
174,72,23,False,False,Spain,20,11,0,0,0,0.8,0.75,Víctor Campuzano,Víctor,Campuzano,369424,Forward,70,Espanyol,2019/2020,True,Spain,LaLiga,6.088500000000002,868,2,0,65.95744680851064,297,Spain
186,80,26,False,False,Spain,20,15,0,1,1,0.35000000000000003,1.1,Gabriel Fernández,Gabriel,Fernández,381581,Forward,62,Celta Vigo,2019/2020,True,Spain,LaLiga,6.079000000000001,554,3,1,66.01941747572816,298,Uruguay
181,81,28,False,True,Spain,20,20,0,0,0,0.55,0.6000000000000001,Abdón Prats,Abdón,Prats,9270,Forward,51,Mallorca,2019/2020,True,Spain,LaLiga,5.9915,261,1,0,65.21739130434783,299,Spain
